23,3,7,2,0
27,13,6,0,0
31,8,7,0,0
37,10,6,0,0
33,9,8,0,0
23,13,6,0,0
46,9,6,0,0
20,4,8,3,0
27,10,6,14,0
26,2,4,0,0
24,8,4,0,0
35,1,3,0,0
34,6,1,0,0
37,1,8,0,0
33,3,4,0,0
24,8,8,5,0
27,7,8,0,0
27,10,5,30,0
31,8,3,10,0
26,8,5,0,0
28,7,2,30,0
22,10,7,0,0
37,6,8,0,0
28,3,8,0,0
37,6,6,3,0
25,4,8,0,0
41,10,6,0,0
38,11,1,21,0
25,9,5,9,0
34,11,8,0,0
30,7,6,1,0
29,3,8,0,0
28,2,7,30,0
47,7,2,1,0
29,7,8,1,0
37,13,6,14,0
33,13,5,7,0
25,8,7,0,0
27,8,5,0,0
25,12,7,1,0
26,4,8,0,0
24,13,6,15,0
24,2,8,0,0
32,3,8,0,0
26,9,8,0,0
33,10,6,0,0
18,5,3,20,0
27,7,6,0,0
23,7,8,0,0
29,11,7,0,0
29,11,6,0,0
25,7,2,0,0
27,11,6,2,0
19,13,1,0,0
24,11,2,0,0
24,10,4,0,0
23,7,6,0,0
21,2,6,0,0
23,10,7,30,0
27,7,5,2,0
22,1,5,0,0
31,3,8,0,0
20,13,8,1,0
24,10,4,15,0
25,5,5,4,0
23,12,7,4,0
23,10,5,0,0
30,9,6,5,0
20,3,8,0,0
31,8,6,4,0
32,3,8,0,0
33,10,7,0,0
24,13,4,30,0
33,5,5,5,0
19,7,7,0,0
38,11,4,0,1
26,8,5,0,1
20,13,4,0,1
32,12,4,0,1
31,6,8,0,1
27,12,3,4,1
24,7,8,30,1
33,6,6,30,1
27,11,6,15,1
28,11,6,0,1
31,10,8,0,1
30,7,1,4,1
41,8,5,15,1
28,9,5,5,1
25,9,1,0,1
38,11,8,30,1
26,11,8,0,1
24,9,6,21,1
33,11,8,0,1
51,10,2,3,1
38,11,4,0,1
41,9,6,0,1
31,8,2,2,1
36,10,6,0,1
46,11,3,3,1
40,6,3,30,1
31,11,6,30,1
33,7,8,30,1
24,4,6,2,1
28,9,1,0,1
35,12,7,0,1
36,7,8,30,1
30,10,8,0,1
38,8,3,0,1
28,8,8,29,1
31,13,4,30,1
33,10,8,5,1
30,10,7,20,1
29,10,8,30,1
33,7,8,25,1
28,9,7,0,1
44,8,6,0,1
43,11,6,0,1
33,11,7,15,1
44,10,2,0,1
23,7,1,14,1
26,10,7,1,1
29,10,6,10,1
27,11,7,0,1
37,10,5,10,1
38,8,6,0,1
34,11,2,30,1
55,10,5,30,1
38,9,5,0,1
43,11,2,2,1
27,10,7,2,1
24,11,2,0,1
30,13,5,10,1
27,11,6,0,1
30,11,2,0,1
32,5,3,0,1
35,4,5,2,1
25,8,8,0,1
29,8,8,0,1
33,7,8,30,1
22,10,2,2,1
26,13,7,0,1
17,10,3,0,1
27,10,5,0,1
40,9,2,30,1
51,9,5,25,1
30,10,7,0,1
41,7,2,4,1
33,10,7,2,1
63,7,8,7,1
