40,9,3,15,0
25,7,1,0,0
28,9,8,30,0
27,11,6,0,0
24,11,4,0,0
25,10,8,2,0
30,9,7,14,0
25,11,4,0,0
30,9,1,30,1
24,8,3,0,0
25,13,8,0,1
34,10,1,30,0
26,7,7,15,0
28,11,6,0,1
33,4,2,28,0
33,6,8,0,0
21,10,3,0,0
23,7,6,0,1
23,2,7,0,0
28,4,8,0,0
22,12,4,0,0
38,13,3,30,0
28,5,5,7,0
27,13,4,0,1
28,9,6,0,0
32,5,8,0,0
37,10,5,0,1
28,12,4,0,1
27,8,7,20,1
31,12,8,0,0
34,9,4,7,1
33,13,3,0,0
23,6,8,0,0
31,11,2,0,0
24,12,3,0,1
26,9,4,0,0
24,8,3,3,0
22,12,7,10,0
26,4,3,1,0
24,9,1,30,0
26,4,7,1,0
31,13,4,5,1
28,7,3,30,0
23,9,8,0,0
31,8,8,0,0
21,8,3,0,0
31,7,2,0,0
25,10,7,0,0
37,10,6,2,0
33,11,2,30,1
30,9,1,17,0
22,7,3,0,0
27,10,5,30,1
31,10,6,0,0
34,4,8,0,0
29,11,8,10,0
26,6,8,5,0
24,10,8,0,0
33,11,6,0,0
20,7,5,0,0
27,11,4,0,1
27,11,2,5,0
34,9,5,0,0
30,7,8,1,0
27,10,3,30,0
38,11,6,5,0
28,8,7,0,0
25,13,4,7,0
21,10,2,0,1
23,7,3,0,1
27,12,5,0,0
27,7,8,2,1
32,7,3,0,0
23,7,7,0,0
27,1,4,0,0
31,6,6,4,0
35,8,8,0,1
28,12,2,10,0
26,11,3,0,0
28,8,8,0,0
28,7,8,0,0
33,7,7,0,0
23,13,4,0,0
32,13,2,0,1
27,10,7,1,0
45,9,8,30,1
22,1,8,2,0
39,8,8,1,0
30,5,8,0,0
31,13,6,0,1
32,10,8,15,0
22,3,8,0,0
29,11,7,0,1
29,11,2,10,1
31,5,7,0,0
25,9,3,30,1
32,3,3,3,1
45,9,6,0,0
28,11,3,0,0
35,7,8,3,0
27,9,8,0,0
19,12,5,0,0
23,9,6,0,0
30,9,7,0,1
29,6,2,0,0
30,10,6,30,0
22,8,2,0,0
32,7,5,0,1
28,10,7,10,0
33,7,3,15,0
25,4,6,19,0
26,13,4,20,0
30,9,6,0,0
27,8,8,0,0
26,8,6,0,0
28,3,6,30,0
24,11,7,0,0
27,6,7,0,0
35,7,7,4,0
23,7,6,0,0
40,7,8,0,0
29,7,7,10,1
30,10,4,7,0
31,10,8,7,0
39,5,7,0,0
24,6,7,0,0
25,12,5,30,0
22,7,4,3,0
35,7,8,1,0
29,13,3,30,0
31,4,8,0,0
24,8,6,0,0
32,11,2,20,0
19,8,4,30,0
23,12,8,5,0
22,11,5,15,0
28,10,8,0,0
24,12,6,0,1
27,5,8,0,0
31,9,7,6,0
23,1,3,6,0
28,9,2,10,0
26,11,8,0,0
28,8,5,0,1
29,8,8,0,1
24,12,1,0,0
39,9,3,3,0
34,7,6,0,0
27,11,4,0,0
22,12,6,0,0
29,8,7,3,1
33,12,6,0,0
26,12,4,0,1
33,8,6,30,1
25,10,6,0,0
23,5,8,0,0
47,11,5,0,1
21,13,8,0,0
27,9,5,14,1
18,8,4,2,0
34,10,5,2,1
22,9,8,0,0
37,8,8,1,0
40,8,8,2,1
24,11,4,0,0
34,10,6,5,1
29,8,4,15,0
37,10,7,0,0
18,8,7,0,0
30,12,6,0,0
29,10,6,0,1
28,12,3,30,1
36,7,8,4,0
25,7,5,2,0
29,10,2,30,0
29,4,5,2,0
32,10,8,15,1
37,13,7,0,1
29,8,6,4,0
30,7,7,6,0
21,7,8,5,0
34,13,3,30,0
28,5,8,0,0
26,11,5,0,0
37,9,6,0,0
28,8,8,0,0
38,7,8,0,0
29,8,6,5,0
43,10,2,7,0
23,9,8,0,0
35,9,5,1,0
24,9,7,30,0
23,10,5,0,0
34,7,8,0,0
33,11,5,2,1
28,9,7,0,0
29,12,7,0,0
29,12,4,15,1
27,8,8,1,0
21,6,8,0,0
