23,3,7,2,0
27,13,6,0,0
31,8,7,0,0
37,10,6,0,0
33,9,8,0,0
23,13,6,0,0
46,9,6,0,0
20,4,8,3,0
27,10,6,14,0
26,2,4,0,0
24,8,4,0,0
35,1,3,0,0
34,6,1,0,0
37,1,8,0,0
33,3,4,0,0
24,8,8,5,0
27,7,8,0,0
27,10,5,30,0
31,8,3,10,0
26,8,5,0,0
28,7,2,30,0
22,10,7,0,0
37,6,8,0,0
28,3,8,0,0
37,6,6,3,0
25,4,8,0,0
41,10,6,0,0
38,11,1,21,0
25,9,5,9,0
34,11,8,0,0
30,7,6,1,0
29,3,8,0,0
28,2,7,30,0
47,7,2,1,0
29,7,8,1,0
37,13,6,14,0
33,13,5,7,0
25,8,7,0,0
27,8,5,0,0
25,12,7,1,0
26,4,8,0,0
24,13,6,15,0
24,2,8,0,0
32,3,8,0,0
26,9,8,0,0
33,10,6,0,0
18,5,3,20,0
27,7,6,0,0
23,7,8,0,0
29,11,7,0,0
29,11,6,0,0
25,7,2,0,0
27,11,6,2,0
19,13,1,0,0
24,11,2,0,0
24,10,4,0,0
23,7,6,0,0
21,2,6,0,0
23,10,7,30,0
27,7,5,2,0
22,1,5,0,0
31,3,8,0,0
20,13,8,1,0
24,10,4,15,0
25,5,5,4,0
23,12,7,4,0
23,10,5,0,0
30,9,6,5,0
20,3,8,0,0
31,8,6,4,0
32,3,8,0,0
33,10,7,0,0
24,13,4,30,0
33,5,5,5,0
19,7,7,0,0
60,6,8,30,0
27,8,8,0,0
27,6,8,0,0
28,7,7,0,0
31,10,7,0,0
33,4,8,10,0
32,6,4,0,0
27,9,1,4,0
33,6,2,0,0
32,5,7,0,0
41,8,7,0,0
23,8,5,0,0
26,6,8,0,0
29,6,7,0,0
21,13,8,0,0
32,12,4,1,0
24,13,7,0,0
23,5,8,0,0
32,5,3,0,0
28,10,8,0,0
39,6,8,1,0
23,3,8,1,0
33,11,6,3,0
28,9,8,0,0
21,11,4,0,0
36,3,8,0,0
24,10,7,0,0
34,7,3,0,0
22,6,4,0,0
43,10,8,0,0
32,10,7,0,0
25,4,8,3,0
21,8,7,0,0
26,5,8,0,0
24,10,5,0,0
