40.00,9.00,3.00,15.00,0.00
25.00,7.00,1.00,0.00,0.00
28.00,9.00,8.00,30.00,0.00
27.00,11.00,6.00,0.00,0.00
24.00,11.00,4.00,0.00,0.00
25.00,10.00,8.00,2.00,0.00
30.00,9.00,7.00,14.00,0.00
25.00,11.00,4.00,0.00,0.00
30.00,9.00,1.00,30.00,1.00
24.00,8.00,3.00,0.00,0.00
25.00,13.00,8.00,0.00,1.00
34.00,10.00,1.00,30.00,0.00
26.00,7.00,7.00,15.00,0.00
28.00,11.00,6.00,0.00,1.00
33.00,4.00,2.00,28.00,0.00
33.00,6.00,8.00,0.00,0.00
21.00,10.00,3.00,0.00,0.00
23.00,7.00,6.00,0.00,1.00
23.00,2.00,7.00,0.00,0.00
28.00,4.00,8.00,0.00,0.00
22.00,12.00,4.00,0.00,0.00
38.00,13.00,3.00,30.00,0.00
28.00,5.00,5.00,7.00,0.00
27.00,13.00,4.00,0.00,1.00
28.00,9.00,6.00,0.00,0.00
32.00,5.00,8.00,0.00,0.00
37.00,10.00,5.00,0.00,1.00
28.00,12.00,4.00,0.00,1.00
27.00,8.00,7.00,20.00,1.00
31.00,12.00,8.00,0.00,0.00
34.00,9.00,4.00,7.00,1.00
33.00,13.00,3.00,0.00,0.00
23.00,6.00,8.00,0.00,0.00
31.00,11.00,2.00,0.00,0.00
24.00,12.00,3.00,0.00,1.00
26.00,9.00,4.00,0.00,0.00
24.00,8.00,3.00,3.00,0.00
22.00,12.00,7.00,10.00,0.00
26.00,4.00,3.00,1.00,0.00
24.00,9.00,1.00,30.00,0.00
26.00,4.00,7.00,1.00,0.00
31.00,13.00,4.00,5.00,1.00
28.00,7.00,3.00,30.00,0.00
23.00,9.00,8.00,0.00,0.00
31.00,8.00,8.00,0.00,0.00
21.00,8.00,3.00,0.00,0.00
31.00,7.00,2.00,0.00,0.00
25.00,10.00,7.00,0.00,0.00
37.00,10.00,6.00,2.00,0.00
33.00,11.00,2.00,30.00,1.00
30.00,9.00,1.00,17.00,0.00
22.00,7.00,3.00,0.00,0.00
27.00,10.00,5.00,30.00,1.00
31.00,10.00,6.00,0.00,0.00
34.00,4.00,8.00,0.00,0.00
29.00,11.00,8.00,10.00,0.00
26.00,6.00,8.00,5.00,0.00
24.00,10.00,8.00,0.00,0.00
33.00,11.00,6.00,0.00,0.00
20.00,7.00,5.00,0.00,0.00
27.00,11.00,4.00,0.00,1.00
27.00,11.00,2.00,5.00,0.00
34.00,9.00,5.00,0.00,0.00
30.00,7.00,8.00,1.00,0.00
27.00,10.00,3.00,30.00,0.00
38.00,11.00,6.00,5.00,0.00
28.00,8.00,7.00,0.00,0.00
25.00,13.00,4.00,7.00,0.00
21.00,10.00,2.00,0.00,1.00
23.00,7.00,3.00,0.00,1.00
27.00,12.00,5.00,0.00,0.00
27.00,7.00,8.00,2.00,1.00
32.00,7.00,3.00,0.00,0.00
23.00,7.00,7.00,0.00,0.00
27.00,1.00,4.00,0.00,0.00
31.00,6.00,6.00,4.00,0.00
35.00,8.00,8.00,0.00,1.00
28.00,12.00,2.00,10.00,0.00
26.00,11.00,3.00,0.00,0.00
28.00,8.00,8.00,0.00,0.00
28.00,7.00,8.00,0.00,0.00
33.00,7.00,7.00,0.00,0.00
23.00,13.00,4.00,0.00,0.00
32.00,13.00,2.00,0.00,1.00
27.00,10.00,7.00,1.00,0.00
45.00,9.00,8.00,30.00,1.00
22.00,1.00,8.00,2.00,0.00
39.00,8.00,8.00,1.00,0.00
30.00,5.00,8.00,0.00,0.00
31.00,13.00,6.00,0.00,1.00
32.00,10.00,8.00,15.00,0.00
22.00,3.00,8.00,0.00,0.00
29.00,11.00,7.00,0.00,1.00
29.00,11.00,2.00,10.00,1.00
31.00,5.00,7.00,0.00,0.00
25.00,9.00,3.00,30.00,1.00
32.00,3.00,3.00,3.00,1.00
45.00,9.00,6.00,0.00,0.00
28.00,11.00,3.00,0.00,0.00
35.00,7.00,8.00,3.00,0.00
27.00,9.00,8.00,0.00,0.00
19.00,12.00,5.00,0.00,0.00
23.00,9.00,6.00,0.00,0.00
30.00,9.00,7.00,0.00,1.00
29.00,6.00,2.00,0.00,0.00
30.00,10.00,6.00,30.00,0.00
22.00,8.00,2.00,0.00,0.00
32.00,7.00,5.00,0.00,1.00
28.00,10.00,7.00,10.00,0.00
33.00,7.00,3.00,15.00,0.00
25.00,4.00,6.00,19.00,0.00
26.00,13.00,4.00,20.00,0.00
30.00,9.00,6.00,0.00,0.00
27.00,8.00,8.00,0.00,0.00
26.00,8.00,6.00,0.00,0.00
28.00,3.00,6.00,30.00,0.00
24.00,11.00,7.00,0.00,0.00
27.00,6.00,7.00,0.00,0.00
35.00,7.00,7.00,4.00,0.00
23.00,7.00,6.00,0.00,0.00
40.00,7.00,8.00,0.00,0.00
29.00,7.00,7.00,10.00,1.00
30.00,10.00,4.00,7.00,0.00
31.00,10.00,8.00,7.00,0.00
39.00,5.00,7.00,0.00,0.00
24.00,6.00,7.00,0.00,0.00
25.00,12.00,5.00,30.00,0.00
22.00,7.00,4.00,3.00,0.00
35.00,7.00,8.00,1.00,0.00
29.00,13.00,3.00,30.00,0.00
31.00,4.00,8.00,0.00,0.00
24.00,8.00,6.00,0.00,0.00
32.00,11.00,2.00,20.00,0.00
19.00,8.00,4.00,30.00,0.00
23.00,12.00,8.00,5.00,0.00
22.00,11.00,5.00,15.00,0.00
28.00,10.00,8.00,0.00,0.00
24.00,12.00,6.00,0.00,1.00
27.00,5.00,8.00,0.00,0.00
31.00,9.00,7.00,6.00,0.00
23.00,1.00,3.00,6.00,0.00
28.00,9.00,2.00,10.00,0.00
26.00,11.00,8.00,0.00,0.00
28.00,8.00,5.00,0.00,1.00
29.00,8.00,8.00,0.00,1.00
24.00,12.00,1.00,0.00,0.00
39.00,9.00,3.00,3.00,0.00
34.00,7.00,6.00,0.00,0.00
27.00,11.00,4.00,0.00,0.00
22.00,12.00,6.00,0.00,0.00
29.00,8.00,7.00,3.00,1.00
33.00,12.00,6.00,0.00,0.00
26.00,12.00,4.00,0.00,1.00
33.00,8.00,6.00,30.00,1.00
25.00,10.00,6.00,0.00,0.00
23.00,5.00,8.00,0.00,0.00
47.00,11.00,5.00,0.00,1.00
21.00,13.00,8.00,0.00,0.00
27.00,9.00,5.00,14.00,1.00
18.00,8.00,4.00,2.00,0.00
34.00,10.00,5.00,2.00,1.00
22.00,9.00,8.00,0.00,0.00
37.00,8.00,8.00,1.00,0.00
40.00,8.00,8.00,2.00,1.00
24.00,11.00,4.00,0.00,0.00
34.00,10.00,6.00,5.00,1.00
29.00,8.00,4.00,15.00,0.00
37.00,10.00,7.00,0.00,0.00
18.00,8.00,7.00,0.00,0.00
30.00,12.00,6.00,0.00,0.00
29.00,10.00,6.00,0.00,1.00
28.00,12.00,3.00,30.00,1.00
36.00,7.00,8.00,4.00,0.00
25.00,7.00,5.00,2.00,0.00
29.00,10.00,2.00,30.00,0.00
29.00,4.00,5.00,2.00,0.00
32.00,10.00,8.00,15.00,1.00
37.00,13.00,7.00,0.00,1.00
29.00,8.00,6.00,4.00,0.00
30.00,7.00,7.00,6.00,0.00
21.00,7.00,8.00,5.00,0.00
34.00,13.00,3.00,30.00,0.00
28.00,5.00,8.00,0.00,0.00
26.00,11.00,5.00,0.00,0.00
37.00,9.00,6.00,0.00,0.00
28.00,8.00,8.00,0.00,0.00
38.00,7.00,8.00,0.00,0.00
29.00,8.00,6.00,5.00,0.00
43.00,10.00,2.00,7.00,0.00
23.00,9.00,8.00,0.00,0.00
35.00,9.00,5.00,1.00,0.00
24.00,9.00,7.00,30.00,0.00
23.00,10.00,5.00,0.00,0.00
34.00,7.00,8.00,0.00,0.00
33.00,11.00,5.00,2.00,1.00
28.00,9.00,7.00,0.00,0.00
29.00,12.00,7.00,0.00,0.00
29.00,12.00,4.00,15.00,1.00
27.00,8.00,8.00,1.00,0.00
21.00,6.00,8.00,0.00,0.00
28.00,6.00,8.00,2.00,0.00
55.00,11.00,2.00,15.00,1.00
22.00,7.00,8.00,0.00,0.00
49.00,9.00,6.00,1.00,0.00
28.00,7.00,8.00,0.00,0.00
27.00,12.00,4.00,0.00,0.00
27.00,13.00,6.00,2.00,0.00
26.00,6.00,8.00,2.00,0.00
23.00,13.00,3.00,1.00,0.00
30.00,7.00,8.00,0.00,0.00
31.00,9.00,6.00,2.00,1.00
34.00,6.00,7.00,0.00,0.00
24.00,10.00,6.00,2.00,0.00
18.00,4.00,1.00,7.00,0.00
18.00,8.00,4.00,0.00,0.00
30.00,6.00,7.00,0.00,0.00
42.00,8.00,7.00,2.00,0.00
28.00,12.00,1.00,0.00,1.00
31.00,9.00,1.00,12.00,0.00
30.00,10.00,4.00,0.00,1.00
22.00,2.00,5.00,0.00,0.00
17.00,8.00,7.00,0.00,0.00
31.00,12.00,6.00,30.00,0.00
31.00,8.00,8.00,0.00,0.00
22.00,6.00,7.00,1.00,0.00
40.00,5.00,8.00,14.00,0.00
24.00,12.00,4.00,0.00,0.00
30.00,10.00,8.00,0.00,0.00
33.00,10.00,8.00,0.00,0.00
28.00,12.00,4.00,0.00,0.00
24.00,7.00,2.00,30.00,0.00
28.00,6.00,8.00,0.00,0.00
24.00,11.00,7.00,0.00,0.00
26.00,8.00,6.00,5.00,0.00
32.00,9.00,8.00,0.00,0.00
38.00,8.00,6.00,30.00,1.00
33.00,12.00,6.00,30.00,0.00
24.00,12.00,7.00,0.00,1.00
32.00,8.00,8.00,28.00,1.00
25.00,11.00,8.00,0.00,0.00
30.00,11.00,6.00,2.00,0.00
26.00,10.00,8.00,0.00,0.00
21.00,13.00,6.00,0.00,0.00
34.00,6.00,7.00,0.00,1.00
21.00,12.00,8.00,0.00,0.00
36.00,7.00,6.00,0.00,0.00
32.00,6.00,8.00,0.00,0.00
24.00,7.00,7.00,0.00,0.00
23.00,13.00,2.00,0.00,0.00
26.00,10.00,7.00,0.00,1.00
23.00,13.00,6.00,0.00,1.00
21.00,13.00,2.00,3.00,0.00
23.00,9.00,7.00,0.00,0.00
23.00,12.00,3.00,0.00,0.00
23.00,9.00,7.00,0.00,0.00
27.00,9.00,8.00,30.00,0.00
23.00,10.00,5.00,0.00,0.00
20.00,7.00,1.00,30.00,0.00
29.00,8.00,4.00,15.00,0.00
34.00,10.00,7.00,0.00,0.00
27.00,13.00,5.00,14.00,1.00
28.00,10.00,7.00,0.00,0.00
33.00,8.00,8.00,2.00,0.00
24.00,8.00,4.00,30.00,0.00
24.00,12.00,8.00,0.00,0.00
36.00,11.00,4.00,2.00,0.00
28.00,11.00,8.00,0.00,1.00
16.00,10.00,8.00,0.00,1.00
31.00,10.00,8.00,0.00,1.00
27.00,11.00,5.00,0.00,1.00
41.00,5.00,8.00,0.00,0.00
22.00,5.00,8.00,0.00,0.00
21.00,11.00,5.00,0.00,0.00
34.00,9.00,5.00,2.00,0.00
37.00,10.00,5.00,15.00,1.00
32.00,8.00,7.00,30.00,0.00
26.00,10.00,4.00,0.00,0.00
39.00,10.00,6.00,0.00,0.00
28.00,4.00,6.00,0.00,0.00
26.00,10.00,6.00,2.00,1.00
20.00,4.00,3.00,0.00,0.00
31.00,9.00,7.00,28.00,0.00
32.00,10.00,6.00,2.00,0.00
20.00,10.00,3.00,10.00,0.00
36.00,7.00,3.00,7.00,0.00
29.00,9.00,8.00,0.00,1.00
31.00,7.00,8.00,0.00,0.00
32.00,11.00,7.00,0.00,0.00
30.00,8.00,7.00,3.00,0.00
30.00,11.00,7.00,0.00,1.00
22.00,10.00,7.00,0.00,0.00
21.00,11.00,4.00,0.00,1.00
28.00,13.00,5.00,10.00,0.00
29.00,11.00,5.00,25.00,0.00
45.00,7.00,2.00,10.00,0.00
25.00,12.00,1.00,5.00,1.00
24.00,8.00,5.00,7.00,0.00
23.00,9.00,6.00,0.00,0.00
26.00,6.00,7.00,0.00,0.00
30.00,7.00,8.00,0.00,0.00
